# x   ln(Gamma(x)) (Computed)   ln(Factorial(x-1)) (Tabulated)
1   -1.09350976051914E-08   0
2   -1.09350976051914E-08   0
3   0.693147169624848   0.693147180559945
4   1.79175945829296   1.79175946922805
5   3.17805381941285   3.17805383034795
6   4.78749173184695   4.78749174278205
7   6.579251201075   6.5792512120101
8   8.52516135013032   8.52516136106541
9   10.6046028918102   10.6046029027453
10   12.8018274736111   12.8018274800815
